EFFECTIVE_DATE,JURISDICTION,PARTY,TERM,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.8, 'recall': 0.2962962962962963, 'f1-score': 0.43243243243243246, 'support': 54}","{'precision': 0.8391608391608392, 'recall': 0.8955223880597015, 'f1-score': 0.8664259927797834, 'support': 134}","{'precision': 0.8944723618090452, 'recall': 0.7876106194690266, 'f1-score': 0.8376470588235294, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.8770053475935828, 'recall': 0.7321428571428571, 'f1-score': 0.7980535279805352, 'support': 672}","{'precision': 0.6334083002424711, 'recall': 0.4948573259562561, 'f1-score': 0.5341263710089363, 'support': 672}","{'precision': 0.8332575297399417, 'recall': 0.7321428571428571, 'f1-score': 0.7709358704941632, 'support': 672}",0.012568834237754345,1442,0.011257675476372242
"{'precision': 0.5333333333333333, 'recall': 0.5925925925925926, 'f1-score': 0.5614035087719299, 'support': 54}","{'precision': 0.7727272727272727, 'recall': 0.8880597014925373, 'f1-score': 0.8263888888888888, 'support': 134}","{'precision': 0.7175141242937854, 'recall': 0.8429203539823009, 'f1-score': 0.7751780264496441, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.7140939597315437, 'recall': 0.7916666666666666, 'f1-score': 0.7508821453775583, 'support': 672}","{'precision': 0.5058936825885979, 'recall': 0.5808931620168577, 'f1-score': 0.5407426060276157, 'support': 672}","{'precision': 0.6795563076283415, 'recall': 0.7916666666666666, 'f1-score': 0.7312981674702893, 'support': 672}",0.02800886332988739,1573,0.018704356625676155
"{'precision': 0.5714285714285714, 'recall': 0.5925925925925926, 'f1-score': 0.5818181818181818, 'support': 54}","{'precision': 0.8125, 'recall': 0.8731343283582089, 'f1-score': 0.841726618705036, 'support': 134}","{'precision': 0.8353909465020576, 'recall': 0.8982300884955752, 'f1-score': 0.8656716417910448, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.8090379008746356, 'recall': 0.8258928571428571, 'f1-score': 0.817378497790869, 'support': 672}","{'precision': 0.5548298794826573, 'recall': 0.5909892523615942, 'f1-score': 0.5723041105785656, 'support': 672}","{'precision': 0.7698345992203466, 'recall': 0.8258928571428571, 'f1-score': 0.7968647779973347, 'support': 672}",0.029190171509981155,1704,0.02328566461801529
"{'precision': 0.5689655172413793, 'recall': 0.6111111111111112, 'f1-score': 0.5892857142857143, 'support': 54}","{'precision': 0.8394160583941606, 'recall': 0.8582089552238806, 'f1-score': 0.8487084870848708, 'support': 134}","{'precision': 0.8897058823529411, 'recall': 0.8030973451327433, 'f1-score': 0.8441860465116278, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.8474295190713101, 'recall': 0.7604166666666666, 'f1-score': 0.8015686274509802, 'support': 672}","{'precision': 0.5745218644971203, 'recall': 0.5681043528669338, 'f1-score': 0.5705450619705532, 'support': 672}","{'precision': 0.8115371258621747, 'recall': 0.7604166666666666, 'f1-score': 0.7844054447381801, 'support': 672}",0.01561033260077238,1835,0.017663786187767982
"{'precision': 0.7272727272727273, 'recall': 0.4444444444444444, 'f1-score': 0.5517241379310345, 'support': 54}","{'precision': 0.815068493150685, 'recall': 0.8880597014925373, 'f1-score': 0.8499999999999999, 'support': 134}","{'precision': 0.905940594059406, 'recall': 0.8097345132743363, 'f1-score': 0.8551401869158879, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.8730703259005146, 'recall': 0.7574404761904762, 'f1-score': 0.8111553784860558, 'support': 672}","{'precision': 0.6120704536207046, 'recall': 0.5355596648028296, 'f1-score': 0.5642160812117305, 'support': 672}","{'precision': 0.8303229968300156, 'recall': 0.7574404761904762, 'f1-score': 0.7890126010926447, 'support': 672}",0.07025114446878433,1966,0.0058777243830263615
"{'precision': 0.7058823529411765, 'recall': 0.4444444444444444, 'f1-score': 0.5454545454545455, 'support': 54}","{'precision': 0.8231292517006803, 'recall': 0.9029850746268657, 'f1-score': 0.8612099644128115, 'support': 134}","{'precision': 0.8982188295165394, 'recall': 0.7809734513274337, 'f1-score': 0.8355029585798817, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.867595818815331, 'recall': 0.7410714285714286, 'f1-score': 0.7993579454253611, 'support': 672}","{'precision': 0.606807608539599, 'recall': 0.532100742599686, 'f1-score': 0.5605418671118096, 'support': 672}","{'precision': 0.8250176751907597, 'recall': 0.7410714285714286, 'f1-score': 0.7775357410178106, 'support': 672}",0.0324859656393528,2097,0.008121686987578869
"{'precision': 0.6222222222222222, 'recall': 0.5185185185185185, 'f1-score': 0.5656565656565656, 'support': 54}","{'precision': 0.8531468531468531, 'recall': 0.9104477611940298, 'f1-score': 0.8808664259927798, 'support': 134}","{'precision': 0.8985148514851485, 'recall': 0.8030973451327433, 'f1-score': 0.8481308411214954, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.8665540540540541, 'recall': 0.7633928571428571, 'f1-score': 0.8117088607594937, 'support': 672}","{'precision': 0.593470981713556, 'recall': 0.5580159062113229, 'f1-score': 0.5736634581927103, 'support': 672}","{'precision': 0.8244797487990557, 'recall': 0.7633928571428571, 'f1-score': 0.7915724640110164, 'support': 672}",0.06491208076477051,2228,0.01570318639278412
"{'precision': 0.5681818181818182, 'recall': 0.46296296296296297, 'f1-score': 0.5102040816326532, 'support': 54}","{'precision': 0.8037974683544303, 'recall': 0.9477611940298507, 'f1-score': 0.8698630136986301, 'support': 134}","{'precision': 0.8711217183770883, 'recall': 0.8075221238938053, 'f1-score': 0.8381171067738232, 'support': 452}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 32}","{'precision': 0.8325281803542673, 'recall': 0.7693452380952381, 'f1-score': 0.7996906419180201, 'support': 672}","{'precision': 0.5607752512283342, 'recall': 0.5545615702216548, 'f1-score': 0.5545460505262766, 'support': 672}","{'precision': 0.7918715709043985, 'recall': 0.7693452380952381, 'f1-score': 0.778186899561827, 'support': 672}",0.028535563498735428,2359,0.00932435691356659
"{'precision': 0.6428571428571429, 'recall': 0.6666666666666666, 'f1-score': 0.6545454545454545, 'support': 54}","{'precision': 0.825503355704698, 'recall': 0.917910447761194, 'f1-score': 0.8692579505300354, 'support': 134}","{'precision': 0.9012658227848102, 'recall': 0.7876106194690266, 'f1-score': 0.8406139315230224, 'support': 452}","{'precision': 0.8620689655172413, 'recall': 0.78125, 'f1-score': 0.8196721311475409, 'support': 32}","{'precision': 0.8585055643879174, 'recall': 0.8035714285714286, 'f1-score': 0.8301306687163721, 'support': 672}","{'precision': 0.807923821715973, 'recall': 0.7883594334742218, 'f1-score': 0.7960223669365134, 'support': 672}","{'precision': 0.8635269258541685, 'recall': 0.8035714285714286, 'f1-score': 0.8303765255381053, 'support': 672}",0.010350829921662807,2490,0.0033290714491158724
"{'precision': 0.660377358490566, 'recall': 0.6481481481481481, 'f1-score': 0.6542056074766356, 'support': 54}","{'precision': 0.8435374149659864, 'recall': 0.9253731343283582, 'f1-score': 0.8825622775800711, 'support': 134}","{'precision': 0.883177570093458, 'recall': 0.8362831858407079, 'f1-score': 0.859090909090909, 'support': 452}","{'precision': 0.9230769230769231, 'recall': 0.75, 'f1-score': 0.8275862068965517, 'support': 32}","{'precision': 0.8577981651376146, 'recall': 0.8348214285714286, 'f1-score': 0.8461538461538461, 'support': 672}","{'precision': 0.8275423166567335, 'recall': 0.7899511170793035, 'f1-score': 0.8058612502610418, 'support': 672}","{'precision': 0.8592695151557104, 'recall': 0.8348214285714286, 'f1-score': 0.8458069903709053, 'support': 672}",0.013971102423965931,2621,0.006967030931264162
