EFFECTIVE_DATE,JURISDICTION,PARTY,TERM,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 54}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 144}","{'precision': 0.8767772511848341, 'recall': 0.4004329004329004, 'f1-score': 0.5497771173848439, 'support': 462}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 38}","{'precision': 0.8767772511848341, 'recall': 0.26504297994269344, 'f1-score': 0.4070407040704071, 'support': 698}","{'precision': 0.21919431279620852, 'recall': 0.1001082251082251, 'f1-score': 0.13744427934621098, 'support': 698}","{'precision': 0.5803310745664662, 'recall': 0.26504297994269344, 'f1-score': 0.3638925905899683, 'support': 698}",0.04144850745797157,1,0.048794303089380264
"{'precision': 0.625, 'recall': 0.18518518518518517, 'f1-score': 0.2857142857142857, 'support': 54}","{'precision': 0.6416184971098265, 'recall': 0.7708333333333334, 'f1-score': 0.7003154574132492, 'support': 144}","{'precision': 0.8768472906403941, 'recall': 0.7705627705627706, 'f1-score': 0.8202764976958526, 'support': 462}","{'precision': 1.0, 'recall': 0.05263157894736842, 'f1-score': 0.1, 'support': 38}","{'precision': 0.8023450586264657, 'recall': 0.6862464183381088, 'f1-score': 0.7397683397683397, 'support': 698}","{'precision': 0.7858664469375551, 'recall': 0.44480321700716435, 'f1-score': 0.47657656020584693, 'support': 698}","{'precision': 0.8155394152717437, 'recall': 0.6862464183381088, 'f1-score': 0.7149595117930705, 'support': 698}",0.015463530085980892,2,0.03439813852310181
"{'precision': 0.5833333333333334, 'recall': 0.25925925925925924, 'f1-score': 0.358974358974359, 'support': 54}","{'precision': 0.7197452229299363, 'recall': 0.7847222222222222, 'f1-score': 0.7508305647840531, 'support': 144}","{'precision': 0.8430493273542601, 'recall': 0.8138528138528138, 'f1-score': 0.8281938325991188, 'support': 462}","{'precision': 0.8, 'recall': 0.21052631578947367, 'f1-score': 0.3333333333333333, 'support': 38}","{'precision': 0.8021978021978022, 'recall': 0.7320916905444126, 'f1-score': 0.7655430711610486, 'support': 698}","{'precision': 0.7365319709043825, 'recall': 0.5170901527809422, 'f1-score': 0.567833022422716, 'support': 698}","{'precision': 0.7951749302859298, 'recall': 0.7320916905444126, 'f1-score': 0.7489920258466742, 'support': 698}",0.01768667995929718,3,0.019715050235390663
"{'precision': 0.5625, 'recall': 0.16666666666666666, 'f1-score': 0.2571428571428572, 'support': 54}","{'precision': 0.8348623853211009, 'recall': 0.6319444444444444, 'f1-score': 0.7193675889328064, 'support': 144}","{'precision': 0.8801089918256131, 'recall': 0.6991341991341992, 'f1-score': 0.7792521109770808, 'support': 462}","{'precision': 0.72, 'recall': 0.47368421052631576, 'f1-score': 0.5714285714285714, 'support': 38}","{'precision': 0.8529980657640233, 'recall': 0.6318051575931232, 'f1-score': 0.725925925925926, 'support': 698}","{'precision': 0.7493678442866785, 'recall': 0.4928573801929065, 'f1-score': 0.5817977821203288, 'support': 698}","{'precision': 0.8374864437101314, 'recall': 0.6318051575931232, 'f1-score': 0.715191129051197, 'support': 698}",0.016280710697174072,4,0.014073082245886326
"{'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1-score': 0.4444444444444444, 'support': 54}","{'precision': 0.7247191011235955, 'recall': 0.8958333333333334, 'f1-score': 0.8012422360248448, 'support': 144}","{'precision': 0.8883116883116883, 'recall': 0.7402597402597403, 'f1-score': 0.807556080283353, 'support': 462}","{'precision': 0.71875, 'recall': 0.6052631578947368, 'f1-score': 0.6571428571428571, 'support': 38}","{'precision': 0.8231511254019293, 'recall': 0.7335243553008596, 'f1-score': 0.7757575757575758, 'support': 698}","{'precision': 0.7496118640254876, 'recall': 0.643672391205286, 'f1-score': 0.6775964044738748, 'support': 698}","{'precision': 0.8281834535269308, 'recall': 0.7335243553008596, 'f1-score': 0.7699730940543199, 'support': 698}",0.0007081456133164465,5,0.0028462246991693974
"{'precision': 0.7407407407407407, 'recall': 0.37037037037037035, 'f1-score': 0.4938271604938271, 'support': 54}","{'precision': 0.7515151515151515, 'recall': 0.8611111111111112, 'f1-score': 0.8025889967637541, 'support': 144}","{'precision': 0.8986301369863013, 'recall': 0.70995670995671, 'f1-score': 0.7932285368802903, 'support': 462}","{'precision': 0.7368421052631579, 'recall': 0.3684210526315789, 'f1-score': 0.49122807017543857, 'support': 38}","{'precision': 0.84375, 'recall': 0.6962750716332379, 'f1-score': 0.7629513343799058, 'support': 698}","{'precision': 0.7819320336263379, 'recall': 0.5774648110174425, 'f1-score': 0.6452181910783275, 'support': 698}","{'precision': 0.8472568841058067, 'recall': 0.6962750716332379, 'f1-score': 0.7555554912693524, 'support': 698}",0.16628554463386536,6,0.0008780718198977411
"{'precision': 0.5333333333333333, 'recall': 0.4444444444444444, 'f1-score': 0.4848484848484848, 'support': 54}","{'precision': 0.8055555555555556, 'recall': 0.8055555555555556, 'f1-score': 0.8055555555555556, 'support': 144}","{'precision': 0.8801089918256131, 'recall': 0.6991341991341992, 'f1-score': 0.7792521109770808, 'support': 462}","{'precision': 0.8181818181818182, 'recall': 0.47368421052631576, 'f1-score': 0.6, 'support': 38}","{'precision': 0.8321799307958477, 'recall': 0.6891117478510028, 'f1-score': 0.7539184952978056, 'support': 698}","{'precision': 0.7592949247240801, 'recall': 0.6057046024151288, 'f1-score': 0.6674140378452803, 'support': 698}","{'precision': 0.8345290305363071, 'recall': 0.6891117478510028, 'f1-score': 0.7521436868957444, 'support': 698}",0.0043542394414544106,7,0.0010465008672326803
"{'precision': 0.5813953488372093, 'recall': 0.46296296296296297, 'f1-score': 0.5154639175257731, 'support': 54}","{'precision': 0.7682119205298014, 'recall': 0.8055555555555556, 'f1-score': 0.7864406779661017, 'support': 144}","{'precision': 0.8143459915611815, 'recall': 0.8354978354978355, 'f1-score': 0.8247863247863247, 'support': 462}","{'precision': 0.6666666666666666, 'recall': 0.8421052631578947, 'f1-score': 0.744186046511628, 'support': 38}","{'precision': 0.7807262569832403, 'recall': 0.8008595988538681, 'f1-score': 0.7906647807637908, 'support': 698}","{'precision': 0.7076549818987147, 'recall': 0.7365304042935622, 'f1-score': 0.7177192416974568, 'support': 698}","{'precision': 0.7787665427336674, 'recall': 0.8008595988538681, 'f1-score': 0.7885571074387312, 'support': 698}",0.0032779641915112734,8,0.0009554082644172013
"{'precision': 0.54, 'recall': 0.5, 'f1-score': 0.5192307692307693, 'support': 54}","{'precision': 0.7631578947368421, 'recall': 0.8055555555555556, 'f1-score': 0.7837837837837838, 'support': 144}","{'precision': 0.8539603960396039, 'recall': 0.7467532467532467, 'f1-score': 0.7967667436489607, 'support': 462}","{'precision': 0.7647058823529411, 'recall': 0.6842105263157895, 'f1-score': 0.7222222222222222, 'support': 38}","{'precision': 0.803125, 'recall': 0.7363896848137536, 'f1-score': 0.7683109118086697, 'support': 698}","{'precision': 0.7304560432823468, 'recall': 0.684129832156148, 'f1-score': 0.7055008797214339, 'support': 698}","{'precision': 0.8060791738421403, 'recall': 0.7363896848137536, 'f1-score': 0.7685587484435397, 'support': 698}",0.030224280431866646,9,0.0016405509086325765
