EFFECTIVE_DATE,JURISDICTION,PARTY,TERM,micro avg,macro avg,weighted avg,eval_loss,steps,train_loss
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}",0.12467854470014572,125,0.08138402551412582
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 668}",0.08806788921356201,250,0.09809322655200958
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 134}","{'precision': 0.7777777777777778, 'recall': 0.5911111111111111, 'f1-score': 0.6717171717171717, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.7777777777777778, 'recall': 0.39820359281437123, 'f1-score': 0.5267326732673266, 'support': 668}","{'precision': 0.19444444444444445, 'recall': 0.14777777777777779, 'f1-score': 0.16792929292929293, 'support': 668}","{'precision': 0.5239520958083832, 'recall': 0.39820359281437123, 'f1-score': 0.45250408274360365, 'support': 668}",0.07101348787546158,375,0.03700617700815201
"{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 53}","{'precision': 0.52, 'recall': 0.19402985074626866, 'f1-score': 0.28260869565217395, 'support': 134}","{'precision': 0.87109375, 'recall': 0.4955555555555556, 'f1-score': 0.6317280453257791, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.8137254901960784, 'recall': 0.3727544910179641, 'f1-score': 0.5112936344969199, 'support': 668}","{'precision': 0.3477734375, 'recall': 0.17239635157545607, 'f1-score': 0.22858418524448826, 'support': 668}","{'precision': 0.6911260291916168, 'recall': 0.3727544910179641, 'f1-score': 0.48225626588920945, 'support': 668}",0.05515548586845398,500,0.08147669583559036
"{'precision': 0.8333333333333334, 'recall': 0.09433962264150944, 'f1-score': 0.16949152542372883, 'support': 53}","{'precision': 0.6547619047619048, 'recall': 0.41044776119402987, 'f1-score': 0.5045871559633027, 'support': 134}","{'precision': 0.9403508771929825, 'recall': 0.5955555555555555, 'f1-score': 0.729251700680272, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.8746666666666667, 'recall': 0.49101796407185627, 'f1-score': 0.6289549376797698, 'support': 668}","{'precision': 0.6071115288220552, 'recall': 0.2750857348477737, 'f1-score': 0.3508325955168259, 'support': 668}","{'precision': 0.8309321207209641, 'recall': 0.49101796407185627, 'f1-score': 0.6059296333123692, 'support': 668}",0.1293492466211319,625,0.029795752838253975
"{'precision': 1.0, 'recall': 0.05660377358490566, 'f1-score': 0.10714285714285715, 'support': 53}","{'precision': 0.8470588235294118, 'recall': 0.5373134328358209, 'f1-score': 0.6575342465753425, 'support': 134}","{'precision': 0.9323308270676691, 'recall': 0.5511111111111111, 'f1-score': 0.6927374301675977, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.9124293785310734, 'recall': 0.48353293413173654, 'f1-score': 0.6320939334637965, 'support': 668}","{'precision': 0.6948474126492703, 'recall': 0.2862570793829594, 'f1-score': 0.36435363347144933, 'support': 668}","{'precision': 0.8773274768463956, 'recall': 0.48353293413173654, 'f1-score': 0.6070658743189915, 'support': 668}",0.017890358343720436,750,0.012985051609575748
"{'precision': 0.6923076923076923, 'recall': 0.33962264150943394, 'f1-score': 0.4556962025316456, 'support': 53}","{'precision': 0.8253968253968254, 'recall': 0.7761194029850746, 'f1-score': 0.8, 'support': 134}","{'precision': 0.8903743315508021, 'recall': 0.74, 'f1-score': 0.808252427184466, 'support': 450}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 31}","{'precision': 0.8650190114068441, 'recall': 0.6811377245508982, 'f1-score': 0.7621440536013401, 'support': 668}","{'precision': 0.60201971231383, 'recall': 0.46393551112362713, 'f1-score': 0.5159871574290279, 'support': 668}","{'precision': 0.8203052866666815, 'recall': 0.6811377245508982, 'f1-score': 0.7411160044418966, 'support': 668}",0.03060513734817505,875,0.014822320081293583
"{'precision': 0.6666666666666666, 'recall': 0.33962264150943394, 'f1-score': 0.44999999999999996, 'support': 53}","{'precision': 0.8, 'recall': 0.835820895522388, 'f1-score': 0.8175182481751825, 'support': 134}","{'precision': 0.8383371824480369, 'recall': 0.8066666666666666, 'f1-score': 0.8221970554926387, 'support': 450}","{'precision': 0.75, 'recall': 0.0967741935483871, 'f1-score': 0.1714285714285714, 'support': 31}","{'precision': 0.8211920529801324, 'recall': 0.7425149700598802, 'f1-score': 0.7798742138364779, 'support': 668}","{'precision': 0.7637509622786759, 'recall': 0.519721099311719, 'f1-score': 0.5652859687740981, 'support': 668}","{'precision': 0.8129267446630988, 'recall': 0.7425149700598802, 'f1-score': 0.7615275538045622, 'support': 668}",0.05954636260867119,1000,0.0031751166097819805
"{'precision': 0.7272727272727273, 'recall': 0.3018867924528302, 'f1-score': 0.4266666666666667, 'support': 53}","{'precision': 0.8384615384615385, 'recall': 0.8134328358208955, 'f1-score': 0.8257575757575758, 'support': 134}","{'precision': 0.8372641509433962, 'recall': 0.7888888888888889, 'f1-score': 0.8123569794050344, 'support': 450}","{'precision': 0.6666666666666666, 'recall': 0.45161290322580644, 'f1-score': 0.5384615384615384, 'support': 31}","{'precision': 0.8274706867671692, 'recall': 0.7395209580838323, 'f1-score': 0.7810276679841897, 'support': 668}","{'precision': 0.7674162708360821, 'recall': 0.5889553550971053, 'f1-score': 0.6508106900727038, 'support': 668}","{'precision': 0.8208605318719995, 'recall': 0.7395209580838323, 'f1-score': 0.7717332289063199, 'support': 668}",0.03856039419770241,1125,0.0044436086900532246
"{'precision': 0.6129032258064516, 'recall': 0.3584905660377358, 'f1-score': 0.45238095238095233, 'support': 53}","{'precision': 0.7142857142857143, 'recall': 0.9328358208955224, 'f1-score': 0.8090614886731392, 'support': 134}","{'precision': 0.8435374149659864, 'recall': 0.8266666666666667, 'f1-score': 0.835016835016835, 'support': 450}","{'precision': 0.7352941176470589, 'recall': 0.8064516129032258, 'f1-score': 0.7692307692307693, 'support': 31}","{'precision': 0.7944199706314243, 'recall': 0.8098802395209581, 'f1-score': 0.8020756115641215, 'support': 668}","{'precision': 0.7265051181763028, 'recall': 0.7311111666257877, 'f1-score': 0.7164225113254239, 'support': 668}","{'precision': 0.7942875914128449, 'recall': 0.8098802395209581, 'f1-score': 0.7963984424582645, 'support': 668}",0.0031543129589408636,1250,0.008862730115652084
